Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature (F),Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
Tivoli Mile Hi Hefeweizen,10.99,4.1,1.0,Hefeweizen,United States,Craft,6.0,35.0,"Banana, Dry, Spicy",Unknown,Weizen Glass,50.0,130.0,8.0,None
"Two Roads Cloud Sourced - Hazy, Juicy IPA",11.99,4.4,2.0,New England / Hazy IPA,United States,"Craft, Independent Craft Brewer",6.5,35.0,"Citrus, Fresh, Hoppy, Round","Beef, Cheese - Creamy & Bloomy, Chicken, Cured Meats, Dessert - Chocolate & Coffee, Dessert - Vanilla & Caramel, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Fruit - Citrus, Pasta, Pork, Root Vegetables, Salads & Greens",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Boulevard Space Camper Cosmic IPA,10.49,4.7,2.0,IPA,United States,Craft,5.9,50.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Heavy Seas Hazy Cannon Hazy IPA,12.99,3.0,1.0,New England / Hazy IPA,United States,"Craft, Independent Craft Brewer",7.25,45.0,"Fruity, Smooth",Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Pineapple Mana Wheat,11.19,4.9,4.0,Wheat Ale,United States,"Craft, Independent Craft Brewer",5.5,18.0,"Fruity, Light, Pineapple, Tropical",Unknown,Pint Glass,50.0,164.0,13.0,None
NEON BURST™ Grape Blowout,3.49,4.7,1.0,Malt Liquor,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Xingu Black,13.99,4.8,2.0,Schwarzbier,Brazil,Craft,4.6,20.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
"Founders Solid Gold, Premium Lager Beer",17.99,4.6,3.0,American-Style Lager,United States,Craft,4.4,20.0,"Balanced, Bright, Citrus, Crisp, Grainy, Light","Beef, Cheese - Creamy & Bloomy, Chicken, Dessert - Fruit, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Pork, Salads & Greens, Shellfish, Tomatoes, Turkey",Pint Glass,40.0,140.0,12.0,None
Fremont Head Full of Dynomite IPA,14.99,5.0,3.0,IPA,United States,Craft,6.8,85.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Left Hand Seasonal Key Lime Pie Nitro,12.49,3.8,4.0,Sour / Wild Ale,United States,Seasonal,7.3,28.0,"Chocolate, Cinnamon, Creamy, Flavored, Malty, Mocha, Rich, Roasted, Smooth, Sweet, Velvety",Unknown,Pint Glass,50.0,130.0,8.0,None
Samuel Smith Organic Pale Ale,10.49,5.0,1.0,IPA,England,Craft,5.0,31.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Organic
Newburyport Green Head IPA,11.99,4.6,4.0,IPA,United States,Craft,7.2,80.0,"Hoppy, Citrus, Malty","Cheese - Creamy & Bloomy, Duck & Game Bird","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bristol Laughing Lab Scottish Ale,10.98,5.0,2.0,Scotch Ale / Wee Heavy,United States,Craft,5.4,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",60.0,130.0,8.0,None
Redd's Wicked Black Cherry,14.99,4.4,4.0,Fruit Beer,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Night Shift Lime Lite Craft Light Lager with Lime,9.69,4.4,2.0,Lager,United States,"Craft, Independent Craft Brewer",4.3,35.0,"Bright, Citrus, Crisp, Light","Fish - White, Fruit - Citrus, Salads & Greens","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Capriccio Craft Cider,3.92,3.9,5.0,Cider,United States,Craft,12.5,35.0,"Apple, Bright, Crisp, Fresh, Green Apple, Sweet","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Hard Aged, Fruit - Dried",Unknown,49.0,130.0,8.0,None
Samuel Adams Limited Release Seasonal Beer,13.99,3.8,3.0,Ale,United States,"Craft, Independent Craft Brewer, Seasonal",4.5,35.0,"Bright, Citrus, Crisp, Malty, Smooth, Sweet, Light","Beef, Cheese - Blue, Chicken, Dessert - Chocolate & Coffee, Dessert - Fruit, Root Vegetables",Unknown,49.0,130.0,8.0,None
Mother Earth Brew Nitro Cali Creamin' Vanilla Cream Ale,3.99,3.7,1.0,Cream Ale,United States,Craft,5.0,18.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Dovetail Hefeweizen,12.09,5.0,1.0,Hefeweizen,United States,Craft,4.8,22.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
Bronx Brewery Now Youse Can't Leave,19.98,4.4,1.0,IPA,United States,Craft,10.1,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Radiant Pig Own the Night,12.99,4.7,2.0,New England / Hazy IPA,United States,Craft,6.7,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bent Paddle Bent Hop Golden IPA,10.99,5.0,2.0,IPA,United States,"Craft, Independent Craft Brewer",6.2,68.0,"Balanced, Floral, Malty, Hoppy","Cured Meats, Mushrooms","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Elevation Beer Co 8 Second Kölsch,11.0,4.4,1.0,Kölsch,United States,"Craft, Independent Craft Brewer",4.5,15.0,"Smooth, Light, Fruity, Grainy","Cured Meats, Salads & Greens",Stange,45.0,130.0,8.0,None
Upland Dragonfly IPA,9.99,5.0,3.0,IPA,United States,Craft,6.7,65.0,"Hoppy, Citrus, Tropical Fruit, Guava","Shellfish, Cheese - Fresh & Soft","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Carta Blanca Mexican Lager Beer,9.49,4.6,3.0,Lager,Mexico,Craft,4.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Bira 91 White Ale,12.99,3.0,2.0,Witbier,India,Craft,4.7,13.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Redd's Hard Apple Peach Ale Beer,9.99,4.6,3.0,Fruit Beer,United States,Craft,5.0,10.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
BD Clockwork,11.49,5.0,2.0,Beer,United States,Craft,406768.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
SONIC Hard Seltzer Tropical Variety,20.41,3.4,10.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,"Bold, Coconut, Fresh, Fruity, Guava, Melon, Melon - Honeydew, Pineapple, Tropical, Tropical Fruit, Watermelon","Chicken, Dessert - Fruit, Fruit - Citrus, Fruit - Sweet, Salads & Greens, Tomatoes, Turkey",Snifter/Goblet/Chalice,45.0,100.0,1.0,Gluten-Free
Sesh Cocktail Meets Seltzer Variety Pack,35.99,4.6,2.0,Hard Seltzer,United States,Variety Pack,6.0,35.0,"Crisp, Flavored, Light, Smooth",Unknown,Snifter/Goblet/Chalice,45.0,120.0,1.0,Gluten-Free
Ommegang Hennepin,9.99,4.5,2.0,Saison / Farmhouse Ale,United States,Craft,7.7,24.0,"Fruity, Floral, Bright, Balanced","Cheese - Stinky, Cured Meats",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Original Sin Hard Cider,10.99,4.6,2.0,Cider,United States,Craft,6.0,35.0,"Apple, Dry, Fruity","Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Chicken, Cured Meats, Fruit - Citrus, Pork","Pint Glass, Snifter/Goblet/Chalice",50.0,143.0,10.0,Gluten Reduced
Soleil Mimosa Classic,11.87,4.9,1.0,Specialty Beer & Alternatives,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Mayflower New World IPA,12.29,4.5,1.0,IPA,United States,"Craft, Independent Craft Brewer",6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Motorworks Pulp Friction Grapefruit IPA,10.99,4.9,1.0,IPA,United States,Craft,6.3,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Lone Tree Brewing Company - Peach Pale Ale,10.99,4.8,2.0,Pale Ale,United States,Independent Craft Brewer,5.8,35.0,"Fruity, Peach, Malty, Stone Fruit","Cheese - Creamy & Bloomy, Fruit - Citrus","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Malibu Splash Strawberry & Coconut Sparkling Malt Beverage,2.99,4.3,5.0,Malt Liquor,Barbados,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Blue Point Imperial Sunshine,10.99,4.4,1.0,Golden / Blonde Ale,United States,Craft,5.7,24.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Sixpoint Meltdown Hazy IIPA,14.69,4.5,8.0,Imperial / Double IPA,United States,"Craft, Independent Craft Brewer",8.0,30.0,"Citrus, Guava, Hoppy, Stone Fruit, Tropical Fruit","Cheese - Nutty & Semi-Firm, Chicken, Dessert - Vanilla & Caramel, Fruit - Citrus, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Pryes Miraculum Midwest IPA,11.97,4.4,1.0,IPA,United States,Craft,6.4,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bishop Cider Apple Pineapple,2.99,4.6,1.0,Cider,United States,"Craft, Independent Craft Brewer",5.0,35.0,"Apple, Fresh, Fruity, Tropical",Unknown,Unknown,49.0,170.0,18.0,Gluten Reduced
Woodchuck Mimosa Cider,10.99,4.6,1.0,Cider,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Stormalong Cider Happy Holidays,12.99,4.9,4.0,Cider,United States,Craft,5.2,35.0,"Apple, Cinnamon, Crisp, Fresh, Fruity, Nutmeg",Unknown,Unknown,49.0,130.0,8.0,Gluten-Free
Lost Coast Brewing Peanut Butter Chocolate Milk Stout,11.99,4.0,3.0,Milk Stout,United States,Craft,5.6,64.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Old Nation M-43 N.E. IPA,145.98,4.6,2.0,IPA,United States,Craft,6.8,65.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Reuben's Brews Crikey IPA,5.49,4.7,4.0,IPA,United States,"Craft, Independent Craft Brewer",6.8,53.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Goose Island 312 Lemonade Shandy,10.99,4.8,2.0,Shandy / Radler,United States,Craft,4.2,18.0,No special notesbeer_updated,Unknown,Flute,45.0,130.0,8.0,None
Dovetail Kolsch Style Ale,12.09,5.0,1.0,Belgian-Style Ale,United States,Craft,4.6,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Omission Lager,10.99,4.8,14.0,Lager,United States,Craft,4.3,20.0,"Fruity, Hoppy","Chicken, Fish - White","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,Gluten Reduced
Great Lakes Commodore Perry IPA,10.49,5.0,1.0,IPA,United States,Craft,7.5,70.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Cusquena Peruvian Gold Lager,9.89,4.6,1.0,Lager,Peru,Craft,4.8,25.0,No special notesbeer_updated,Unknown,Pint Glass,49.0,130.0,8.0,None
UFO Maine Blueberry,11.26,5.0,2.0,Hefeweizen,United States,Craft,4.8,10.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
Crooked Stave Von Pilsner,10.99,4.8,2.0,Kellerbier / Zwickelbier,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
Four Peaks Brewing Company Hop Knot IPA,10.99,4.8,3.0,IPA,United States,Craft,6.7,47.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Half Past Premium Hard Seltzer Variety Pack,21.99,5.0,9.0,Hard Seltzer,United States,"Craft, Variety Pack",4.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,110.0,5.0,Gluten-Free
Mighty Squirrel Cosmic Distortion Double IPA,15.99,4.6,2.0,Imperial / Double IPA,United States,Craft,8.0,70.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Smirnoff Smash Cherry Lime,3.18,3.0,2.0,Malt Liquor,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
New Belgium Oakspire Bourbon Barrel Ale,14.99,4.6,6.0,Strong Ale,United States,Craft,9.0,20.0,"Caramel, Smooth, Vanilla","Cheese - Nutty & Semi-Firm, Cured Meats, Dessert - Chocolate & Coffee, Root Vegetables",Snifter/Goblet/Chalice,49.0,265.0,18.0,Kosher
Long Trail Ale,10.99,4.5,3.0,Altbier,United States,Craft,5.0,28.0,"Caramel, Malty, Sweet","Pork, Duck & Game Bird",Stange,50.0,130.0,8.0,None
Left Hand Can Mixed Pack,18.99,4.2,6.0,Variety Pack Beer,United States,"Craft, Independent Craft Brewer, Variety Pack",6.0,25.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Vander Mill Totally Roasted,11.99,4.6,2.0,Cider,United States,Craft,6.8,35.0,"Toasty, Nutty, Spicy, Apple","Pork, Cheese - Nutty & Semi-Firm","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Smirnoff Ice Triple Black,9.99,4.6,9.0,Malt Liquor,United States,Craft,4.5,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Genesee Brewing Company Beer,17.99,4.5,2.0,American-Style Lager,United States,Craft,4.5,20.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Parish Envie American Pale Ale,12.24,5.0,1.0,American Pale Ale,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Three Weavers Expatriate IPA,13.29,4.7,1.0,IPA,United States,Independent Craft Brewer,6.9,65.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Estrella Galicia,10.49,3.8,2.0,American-Style Lager,Spain,Craft,5.5,16.0,"Balanced, Bright, Crisp, Light",Unknown,Pint Glass,40.0,130.0,8.0,None
Lone Tree Brewing Company - Red Ale,10.99,4.7,1.0,Amber / Red Ale,United States,Independent Craft Brewer,6.0,23.0,"Caramel, Malty, Smooth, Toasty",Unknown,Pint Glass,50.0,130.0,8.0,None
Fair State Pilsner,10.99,4.5,1.0,Pilsner,United States,Craft,5.1,35.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
Funky Buddha Vibin' Groovable Amber Lager Craft Beer,10.99,4.6,1.0,American-Style Lager,United States,Craft,5.0,10.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Shacksbury Cider Rosé,12.23,4.6,1.0,Cider,United States,Craft,6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Crook & Marker Lime Margarita,16.99,3.9,2.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,1.0,"Gluten-Free, Kosher, Organic"
2SP Brewing Up N Out IPA,12.09,4.5,1.0,New England / Hazy IPA,United States,Craft,6.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Bauhaus Bolo Sour Variety Pack,17.99,4.5,1.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
KYLA Hard Kombucha Lavender Lemonade,5.99,5.0,1.0,Hard Kombucha,United States,Craft,6.5,35.0,Floral,Unknown,Unknown,49.0,180.0,7.0,Gluten-Free
Almanac Future Is Fluid IPA,17.14,3.0,1.0,IPA,United States,Craft,6.0,65.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Smirnoff Ice Black Cherry,9.89,4.4,1.0,Malt Liquor,United States,Craft,4.5,35.0,"Cherry, Dark Fruit",Unknown,Pint Glass,40.0,130.0,8.0,None
Bass Pale Ale,9.99,4.9,8.0,Pale Ale,United Kingdom,Craft,5.1,49.0,"Malty, Floral, Balanced","Duck & Game Bird, Cheese - Hard Aged","Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Blue Moon Seasonal,16.99,4.3,11.0,Seasonal Beer,United States,Seasonal,5.4,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Surly Axe Man IPA,16.99,4.9,2.0,IPA,United States,"Craft, Independent Craft Brewer",7.2,65.0,"Citrus, Pine, Sweet, Malty","Beef, Cheese - Blue, Nuts","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Weihenstephaner Korbinian,4.49,4.8,1.0,Maibock / Helles Bock,Germany,Craft,7.4,32.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",55.0,130.0,8.0,None
Two Roads Honeyspot Road Hazy IPA,10.99,4.2,4.0,Belgian-Style Ale,United States,"Craft, Independent Craft Brewer",6.0,55.0,"Bready, Citrus, Hoppy, Smooth","Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Chicken, Cured Meats, Duck & Game Bird, Fish - Meaty & Oily, Fish - White, Fruit - Sweet, Pasta, Pork",Pint Glass,50.0,130.0,8.0,None
New Belgium La Folie,11.99,4.8,5.0,Flanders Red / Brown,United States,Craft,7.0,18.0,"Funky, Intense, Oak, Red Fruit, Sour, Tart","Cheese - Blue, Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Dessert - Chocolate & Coffee, Fruit - Dried, Lamb",Snifter/Goblet/Chalice,50.0,210.0,15.0,None
Ska Mixed Up Pack,19.99,4.6,2.0,Variety Pack Beer,United States,"Craft, Variety Pack",5.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,None
Sea Dog Blueberry,9.99,4.7,3.0,Fruit Beer,United States,Craft,4.7,8.0,"Flavored, Blueberry, Fruity, Sweet","Cheese - Fresh & Soft, Nuts","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Smuttynose Old Brown Dog Ale,11.49,4.8,3.0,American Brown Ale,United States,Craft,6.7,30.0,"Caramel, Balanced, Bready, Dried Fruit","Cheese - Hard Aged, Beef",Pint Glass,50.0,130.0,8.0,None
Glutenberg White,13.99,4.9,2.0,Wheat Ale,Canada,Craft,5.0,13.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,Gluten Reduced
Brooklyn The Stonewall Inn IPA,11.19,4.7,2.0,Session IPA,United States,"Craft, Independent Craft Brewer",4.0,35.0,"Citrus, Fresh, Hoppy, Light","Cheese - Fresh & Soft, Chicken, Fish - White, Fruit - Citrus, Salads & Greens",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Sunshine City Green Bench,11.99,4.9,2.0,IPA,United States,Craft,6.8,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Grimm Tesseract Double IPA,22.04,4.0,1.0,Imperial / Double IPA,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Clubby Seltzers Variety Pack,21.59,4.8,1.0,Hard Seltzer,United States,"Craft, Variety Pack",5.0,35.0,"Balanced, Bright, Fresh, Light, Smooth","Beef, Chicken",Snifter/Goblet/Chalice,45.0,100.0,8.0,None
Ommegang Witte,10.79,4.0,1.0,Wheat Ale,United States,Craft,5.2,11.0,"Citrus, Herbal, Spicy, Smooth","Fish - White, Salads & Greens",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Weyerbacher Merry Monks,13.99,4.5,2.0,Tripel,United States,Craft,9.3,15.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,55.0,130.0,8.0,None
North Coast Old Rasputin,7.04,4.7,1.0,Imperial Stout,United States,Craft,9.0,75.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Santa Fe Brewing Happy Camper IPA,9.31,4.6,3.0,IPA,United States,Craft,6.6,82.0,"Sweet, Citrus, Malty","Cheese - Nutty & Semi-Firm, Cured Meats","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Big Sky Moose Drool Brown Ale,9.99,4.7,6.0,Brown Ale,United States,Craft,5.1,26.0,"Malty, Caramel, Biscuit, Dried Fruit","Pork, Cheese - Nutty & Semi-Firm","Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Sam Smith Organic Strawberry,4.99,4.8,2.0,Fruit Beer,United Kingdom,Craft,5.1,14.0,"Sweet, Berry, Fruity, Rich","Cheese - Fresh & Soft, Dessert - Fruit","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Organic
Orange Blossom Pilsner,11.99,4.9,4.0,Pilsner,United States,Craft,5.5,7.0,No special notesbeer_updated,Unknown,Pilsner Glass,45.0,130.0,8.0,None
Leffe Brown Ale,10.99,4.7,1.0,Brown Ale,Belgium,Craft,6.5,20.0,"Dark Fruit, Rich, Sweet, Caramel","Lamb, Root Vegetables","Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
"TRULY Hard Seltzer Lime, Spiked & Sparkling Water",10.69,4.7,2.0,Hard Seltzer,United States,Craft,5.0,35.0,"Citrus, Crisp, Light",Unknown,Pint Glass,45.0,100.0,2.0,"Gluten Reduced, Gluten-Free, Kosher"
Destihl Wild Sour Series: Synchopathic,10.99,4.5,1.0,Wild Ale,United States,Craft,6.0,12.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Wasatch Devastator Double Bock,11.72,4.7,1.0,Doppelbock,United States,Craft,8.0,18.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",55.0,130.0,8.0,None
Real Ale Seasonal Citrus Got Real,10.79,5.0,1.0,New England / Hazy IPA,United States,Seasonal,6.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Stein/Pub Mug",50.0,130.0,8.0,None
Mikkeller Windy Hill IPA,14.79,4.7,3.0,IPA,United States,Craft,7.0,70.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Corona Hard Seltzer Limonada Strawberry Gluten Free Spiked Sparkling Water,3.99,4.4,1.0,Hard Seltzer,Mexico,Craft,4.5,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,Gluten-Free
Einstok Icelandic Wee Heavy,15.99,4.8,2.0,Scotch Ale / Wee Heavy,Iceland,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,60.0,130.0,8.0,None
Bale Breaker Bottomcutter IIPA,13.99,4.9,1.0,Imperial / Double IPA,United States,"Craft, Independent Craft Brewer",8.2,100.0,"Bold, Citrus, Floral, Pine","Beef, Cheese - Stinky, Chicken, Dessert - Chocolate & Coffee",Snifter/Goblet/Chalice,55.0,235.0,17.0,None
Snow Capped Cider Sour Cherry,10.99,5.0,1.0,Cider,United States,Craft,6.9,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
La Cumbre A Slice Of Hefen,11.99,5.0,1.0,Hefeweizen,United States,Craft,5.4,15.0,No special notesbeer_updated,Unknown,Weizen Glass,50.0,130.0,8.0,None
High Hops Pinkalicious,12.99,5.0,2.0,Gose,United States,"Craft, Independent Craft Brewer",5.0,35.0,"Berry, Citrus, Crisp, Fruity, Light, Tart",Unknown,Pilsner Glass,45.0,130.0,8.0,None
Forgotten Boardwalk 1916 Shore Shiver IPA,11.99,4.7,1.0,IPA,United States,Craft,6.9,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Carib Ginger Shandy,11.83,4.2,2.0,Shandy / Radler,Trinidad And Tobago,Craft,1.2,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Pilsner Glass",45.0,130.0,8.0,None
Odell Lugene Chocolate Milk Stout,11.99,4.5,2.0,Milk Stout,United States,Craft,8.5,18.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,130.0,8.0,None
Santa Fe Brewing Imperial Java Stout,9.78,4.8,2.0,Imperial Stout,United States,Craft,8.0,50.0,"Strong, Bitter, Coffee, Roasted","Dessert - Vanilla & Caramel, Fruit - Sweet",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
